Date,Hour,Appliance Category,Hardware Model,Watts
2024-01-02,15,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,245
2024-01-01,8,Electronics,Samsung 45W Fast Charger,5
2024-01-01,7,Washing Machine,Samsung Front Load Washer,191
2024-01-02,6,Kitchen Appliance,Samsung Smart Microwave,173
2024-01-01,13,Refrigerator,Samsung Bespoke AI Refrigerator,188
2024-01-01,5,Lighting,Philips Hue Smart LED,39
2024-01-02,16,Refrigerator,Samsung Bespoke AI Refrigerator,168
2024-01-01,12,Lighting,Philips Hue Smart LED,69
2024-01-01,11,Kitchen Appliance,Samsung Smart Dishwasher,1508
2024-01-02,8,Water Heater,Rheem ProTerra Hybrid Smart Heater,3946
2024-01-02,6,Water Heater,Rheem ProTerra Hybrid Smart Heater,3339
2024-01-01,12,Washing Machine,Samsung Front Load Washer,68
2024-01-02,5,Refrigerator,Samsung Bespoke AI Refrigerator,135
2024-01-01,3,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,116
2024-01-01,8,Refrigerator,Samsung Bespoke AI Refrigerator,162
2024-01-01,21,Television,Samsung 65-inch Neo QLED 4K TV,125
2024-01-02,1,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,228
2024-01-01,5,Kitchen Appliance,Samsung Smart Oven,309
2024-01-03,1,Washing Machine,Samsung Front Load Washer,69
2024-01-02,3,Lighting,Philips Hue Smart LED,10
2024-01-02,16,Lighting,Philips Hue Smart LED,104
2024-01-01,15,Kitchen Appliance,Samsung Smart Dishwasher,1293
2024-01-01,13,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,50
2024-01-02,12,Electronics,Samsung Galaxy Book,378
2024-01-02,20,Lighting,Philips Hue Smart LED,1
2024-01-01,13,Room Heater,Samsung Smart Heater,443
2024-01-01,11,Lighting,Philips Hue Smart LED,74
2024-01-02,0,Lighting,Philips Hue Smart LED,15
2024-01-01,16,Kitchen Appliance,Samsung Smart Microwave,1036
2024-01-01,20,Lighting,Philips Hue Smart LED,93
2024-01-02,22,Kitchen Appliance,Samsung Smart Oven,1810
2024-01-01,4,Washing Machine,Samsung Front Load Washer,509
2024-01-01,20,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,54
2024-01-01,14,Refrigerator,Samsung Bespoke AI Refrigerator,196
2024-01-02,18,Refrigerator,Samsung Bespoke AI Refrigerator,126
2024-01-02,23,Kitchen Appliance,Samsung Smart Dishwasher,155
2024-01-02,0,Water Heater,Rheem ProTerra Hybrid Smart Heater,4346
2024-01-01,16,Television,Samsung 65-inch Neo QLED 4K TV,155
2024-01-02,2,Refrigerator,Samsung Bespoke AI Refrigerator,127
2024-01-02,20,Kitchen Appliance,Samsung Smart Microwave,1631
2024-01-02,4,Lighting,Philips Hue Smart LED,54
2024-01-02,15,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,313
2024-01-02,8,Television,Samsung 65-inch Neo QLED 4K TV,136
2024-01-02,3,Lighting,Philips Hue Smart LED,9
2024-01-01,8,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,57
2024-01-02,22,Lighting,Philips Hue Smart LED,78
2024-01-02,14,Lighting,Philips Hue Smart LED,71
2024-01-01,12,Kitchen Appliance,Samsung Smart Oven,1554
2024-01-02,12,Lighting,Philips Hue Smart LED,7
2024-01-01,1,Kitchen Appliance,Samsung Smart Oven,305
2024-01-01,0,Kitchen Appliance,Samsung Smart Microwave,629
2024-01-01,2,Electronics,Samsung Galaxy Book,31
2024-01-01,8,Electronics,Samsung 45W Fast Charger,9
2024-01-01,2,Water Heater,Rheem ProTerra Hybrid Smart Heater,1295
2024-01-01,21,Room Heater,Samsung Smart Heater,2050
2024-01-02,6,Refrigerator,Samsung Bespoke AI Refrigerator,138
2024-01-02,22,Lighting,Philips Hue Smart LED,99
2024-01-02,4,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,277
2024-01-02,22,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,881
2024-01-01,16,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,65
2024-01-02,10,Electronics,Samsung Galaxy Book,118
2024-01-02,17,Kitchen Appliance,Samsung Smart Microwave,1347
2024-01-02,22,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,220
2024-01-01,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,284
2024-01-02,8,Electronics,Samsung 45W Fast Charger,6
2024-01-01,8,Kitchen Appliance,Samsung Smart Oven,1074
2024-01-02,3,Refrigerator,Samsung Bespoke AI Refrigerator,114
2024-01-02,17,Lighting,Philips Hue Smart LED,44
2024-01-01,4,Electronics,Samsung Galaxy Book,40
2024-01-01,13,Lighting,Philips Hue Smart LED,76
2024-01-01,15,Water Heater,Rheem ProTerra Hybrid Smart Heater,2911
2024-01-01,13,Lighting,Philips Hue Smart LED,15
2024-01-03,1,Electronics,Samsung Galaxy Book,37
2024-01-02,3,Washing Machine,Samsung Front Load Washer,66
2024-01-01,20,Refrigerator,Samsung Bespoke AI Refrigerator,152
2024-01-01,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,298
2024-01-01,7,Room Heater,Samsung Smart Heater,511
2024-01-02,11,Electronics,Samsung 45W Fast Charger,9
2024-01-01,12,Lighting,Philips Hue Smart LED,6
2024-01-02,18,Refrigerator,Samsung Bespoke AI Refrigerator,156
2024-01-02,22,Lighting,Philips Hue Smart LED,6
2024-01-01,10,Electronics,Samsung Galaxy Book,62
2024-01-01,5,Refrigerator,Samsung Bespoke AI Refrigerator,147
2024-01-01,14,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,42
2024-01-02,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,22
2024-01-03,0,Refrigerator,Samsung Bespoke AI Refrigerator,155
2024-01-02,1,Kitchen Appliance,Samsung Smart Dishwasher,164
2024-01-02,23,Kitchen Appliance,Samsung Smart Microwave,195
2024-01-02,11,Lighting,Philips Hue Smart LED,1
2024-01-02,14,Kitchen Appliance,Samsung Smart Dishwasher,1300
2024-01-02,20,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,201
2024-01-01,17,Kitchen Appliance,Samsung Smart Dishwasher,1541
2024-01-02,1,Electronics,Samsung Galaxy Book,42
2024-01-01,19,Electronics,Samsung Galaxy Book,220
2024-01-02,12,Lighting,Philips Hue Smart LED,11
2024-01-01,0,Kitchen Appliance,Samsung Smart Oven,211
2024-01-01,22,Television,Samsung 65-inch Neo QLED 4K TV,148
2024-01-02,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,214
2024-01-01,4,Kitchen Appliance,Samsung Smart Oven,1390
2024-01-02,13,Lighting,Philips Hue Smart LED,13
2024-01-01,2,Lighting,Philips Hue Smart LED,19
2024-01-01,23,Lighting,Philips Hue Smart LED,13
2024-01-01,7,Kitchen Appliance,Samsung Smart Oven,1846
2024-01-02,0,Kitchen Appliance,Samsung Smart Oven,839
2024-01-02,19,Lighting,Philips Hue Smart LED,25
2024-01-02,13,Electronics,Samsung Galaxy Book,151
2024-01-01,5,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,235
2024-01-01,14,Kitchen Appliance,Samsung Smart Dishwasher,939
2024-01-02,13,Electronics,Samsung Galaxy Book,162
2024-01-01,10,Refrigerator,Samsung Bespoke AI Refrigerator,107
2024-01-01,3,Electronics,Samsung 45W Fast Charger,3
2024-01-02,16,Kitchen Appliance,Samsung Smart Dishwasher,903
2024-01-02,19,Kitchen Appliance,Samsung Smart Dishwasher,1395
2024-01-02,9,Water Heater,Rheem ProTerra Hybrid Smart Heater,2633
2024-01-02,10,Washing Machine,Samsung Front Load Washer,595
2024-01-01,22,Water Heater,Rheem ProTerra Hybrid Smart Heater,4032
2024-01-02,11,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,863
2024-01-02,6,Water Heater,Rheem ProTerra Hybrid Smart Heater,3794
2024-01-02,1,Kitchen Appliance,Samsung Smart Oven,1415
2024-01-02,22,Electronics,Samsung Galaxy Book,215
2024-01-01,4,Television,Samsung 65-inch Neo QLED 4K TV,13
2024-01-01,19,Lighting,Philips Hue Smart LED,82
2024-01-01,16,Washing Machine,Samsung Front Load Washer,82
2024-01-01,7,Room Heater,Samsung Smart Heater,65
2024-01-01,1,Electronics,Samsung 45W Fast Charger,4
2024-01-02,3,Room Heater,Samsung Smart Heater,62
2024-01-02,19,Refrigerator,Samsung Bespoke AI Refrigerator,150
2024-01-02,10,Electronics,Samsung Galaxy Book,29
2024-01-01,12,Refrigerator,Samsung Bespoke AI Refrigerator,176
2024-01-02,16,Electronics,Samsung 45W Fast Charger,10
2024-01-02,10,Lighting,Philips Hue Smart LED,38
2024-01-02,7,Washing Machine,Samsung Front Load Washer,82
2024-01-02,3,Lighting,Philips Hue Smart LED,8
2024-01-02,4,Lighting,Philips Hue Smart LED,8
2024-01-01,3,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,62
2024-01-01,7,Water Heater,Rheem ProTerra Hybrid Smart Heater,2420
2024-01-02,9,Kitchen Appliance,Samsung Smart Oven,1031
2024-01-02,1,Lighting,Philips Hue Smart LED,8
2024-01-01,11,Electronics,Samsung Galaxy Book,191
2024-01-01,1,Washing Machine,Samsung Front Load Washer,53
2024-01-02,16,Television,Samsung 65-inch Neo QLED 4K TV,192
2024-01-02,23,Television,Samsung 65-inch Neo QLED 4K TV,20
2024-01-02,7,Lighting,Philips Hue Smart LED,75
2024-01-01,2,Refrigerator,Samsung Bespoke AI Refrigerator,138
2024-01-02,19,Television,Samsung 65-inch Neo QLED 4K TV,109
2024-01-02,9,Lighting,Philips Hue Smart LED,31
2024-01-01,15,Kitchen Appliance,Samsung Smart Microwave,1018
2024-01-03,0,Electronics,Samsung Galaxy Book,31
2024-01-02,1,Water Heater,Rheem ProTerra Hybrid Smart Heater,3682
2024-01-01,3,Lighting,Philips Hue Smart LED,6
2024-01-02,16,Lighting,Philips Hue Smart LED,19
2024-01-01,5,Lighting,Philips Hue Smart LED,12
2024-01-01,2,Electronics,Samsung 45W Fast Charger,8
2024-01-01,13,Refrigerator,Samsung Bespoke AI Refrigerator,125
2024-01-02,8,Lighting,Philips Hue Smart LED,8
2024-01-01,3,Room Heater,Samsung Smart Heater,85
2024-01-01,4,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,51
2024-01-02,16,Television,Samsung 65-inch Neo QLED 4K TV,115
2024-01-02,0,Electronics,Samsung Galaxy Book,33
2024-01-01,20,Room Heater,Samsung Smart Heater,2477
2024-01-01,19,Kitchen Appliance,Samsung Smart Oven,1670
2024-01-01,13,Lighting,Philips Hue Smart LED,4
2024-01-01,0,Kitchen Appliance,Samsung Smart Oven,1913
2024-01-02,14,Electronics,Samsung 45W Fast Charger,7
2024-01-01,13,Lighting,Philips Hue Smart LED,56
2024-01-01,18,Lighting,Philips Hue Smart LED,50
2024-01-01,12,Room Heater,Samsung Smart Heater,33
2024-01-02,19,Lighting,Philips Hue Smart LED,53
2024-01-02,20,Washing Machine,Samsung Front Load Washer,639
2024-01-01,22,Kitchen Appliance,Samsung Smart Oven,1692
2024-01-01,21,Water Heater,Rheem ProTerra Hybrid Smart Heater,2956
2024-01-02,6,Lighting,Philips Hue Smart LED,65
2024-01-01,3,Washing Machine,Samsung Front Load Washer,64
2024-01-01,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,218
2024-01-02,6,Television,Samsung 65-inch Neo QLED 4K TV,87
2024-01-02,15,Refrigerator,Samsung Bespoke AI Refrigerator,183
2024-01-02,18,Refrigerator,Samsung Bespoke AI Refrigerator,116
2024-01-01,23,Refrigerator,Samsung Bespoke AI Refrigerator,183
2024-01-01,5,Television,Samsung 65-inch Neo QLED 4K TV,46
2024-01-01,5,Electronics,Samsung Galaxy Book,40
2024-01-01,17,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,2324
2024-01-01,14,Kitchen Appliance,Samsung Smart Microwave,200
2024-01-01,14,Electronics,Samsung Galaxy Book,190
2024-01-01,5,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1675
2024-01-01,20,Room Heater,Samsung Smart Heater,1362
2024-01-01,7,Electronics,Samsung Galaxy Book,38
2024-01-01,5,Television,Samsung 65-inch Neo QLED 4K TV,110
2024-01-02,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,258
2024-01-02,4,Electronics,Samsung Galaxy Book,266
2024-01-01,16,Electronics,Samsung 45W Fast Charger,10
2024-01-02,19,Washing Machine,Samsung Front Load Washer,454
2024-01-02,16,Room Heater,Samsung Smart Heater,227
2024-01-01,23,Kitchen Appliance,Samsung Smart Dishwasher,155
2024-01-01,21,Kitchen Appliance,Samsung Smart Dishwasher,1524
2024-01-01,6,Water Heater,Rheem ProTerra Hybrid Smart Heater,3025
2024-01-01,2,Refrigerator,Samsung Bespoke AI Refrigerator,162
2024-01-01,20,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,261
2024-01-01,14,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,22
2024-01-01,19,Room Heater,Samsung Smart Heater,1968
2024-01-01,6,Television,Samsung 65-inch Neo QLED 4K TV,103
2024-01-02,1,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,371
2024-01-02,7,Electronics,Samsung Galaxy Book,237
2024-01-02,0,Kitchen Appliance,Samsung Smart Oven,299
2024-01-03,1,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,294
2024-01-02,16,Electronics,Samsung Galaxy Book,43
2024-01-01,20,Lighting,Philips Hue Smart LED,13
2024-01-01,22,Lighting,Philips Hue Smart LED,12
2024-01-02,7,Kitchen Appliance,Samsung Smart Dishwasher,179
2024-01-02,15,Lighting,Philips Hue Smart LED,91
2024-01-01,17,Electronics,Samsung 45W Fast Charger,3
2024-01-01,15,Water Heater,Rheem ProTerra Hybrid Smart Heater,3311
2024-01-02,2,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,855
2024-01-01,20,Refrigerator,Samsung Bespoke AI Refrigerator,134
2024-01-01,13,Lighting,Philips Hue Smart LED,93
2024-01-02,20,Washing Machine,Samsung Front Load Washer,481
2024-01-02,1,Kitchen Appliance,Samsung Smart Oven,1686
2024-01-01,4,Television,Samsung 65-inch Neo QLED 4K TV,10
2024-01-02,10,Room Heater,Samsung Smart Heater,70
2024-01-02,4,Lighting,Philips Hue Smart LED,13
2024-01-02,0,Room Heater,Samsung Smart Heater,289
2024-01-01,0,Refrigerator,Samsung Bespoke AI Refrigerator,117
2024-01-02,20,Room Heater,Samsung Smart Heater,1475
2024-01-01,19,Electronics,Samsung 45W Fast Charger,7
2024-01-01,7,Water Heater,Rheem ProTerra Hybrid Smart Heater,3395
2024-01-02,22,Washing Machine,Samsung Front Load Washer,384
2024-01-02,10,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1524
2024-01-02,10,Lighting,Philips Hue Smart LED,42
2024-01-02,19,Electronics,Samsung Galaxy Book,241
2024-01-01,18,Electronics,Samsung Galaxy Book,274
2024-01-01,16,Lighting,Philips Hue Smart LED,28
2024-01-02,5,Electronics,Samsung Galaxy Book,130
2024-01-02,16,Refrigerator,Samsung Bespoke AI Refrigerator,116
2024-01-02,15,Lighting,Philips Hue Smart LED,45
2024-01-01,21,Electronics,Samsung 45W Fast Charger,8
2024-01-01,23,Lighting,Philips Hue Smart LED,26
2024-01-01,4,Kitchen Appliance,Samsung Smart Microwave,168
2024-01-02,22,Refrigerator,Samsung Bespoke AI Refrigerator,169
2024-01-01,13,Lighting,Philips Hue Smart LED,8
2024-01-02,15,Refrigerator,Samsung Bespoke AI Refrigerator,199
2024-01-02,14,Room Heater,Samsung Smart Heater,1385
2024-01-01,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,133
2024-01-02,17,Electronics,Samsung 45W Fast Charger,12
2024-01-02,18,Electronics,Samsung 45W Fast Charger,13
2024-01-01,20,Washing Machine,Samsung Front Load Washer,380
2024-01-02,3,Electronics,Samsung Galaxy Book,29
2024-01-01,14,Electronics,Samsung Galaxy Book,317
2024-01-02,21,Refrigerator,Samsung Bespoke AI Refrigerator,149
2024-01-01,15,Electronics,Samsung Galaxy Book,64
2024-01-01,0,Refrigerator,Samsung Bespoke AI Refrigerator,114
2024-01-02,16,Kitchen Appliance,Samsung Smart Oven,1146
2024-01-02,14,Water Heater,Rheem ProTerra Hybrid Smart Heater,3106
2024-01-01,16,Washing Machine,Samsung Front Load Washer,446
2024-01-01,1,Electronics,Samsung Galaxy Book,35
2024-01-02,16,Room Heater,Samsung Smart Heater,2118
2024-01-01,10,Kitchen Appliance,Samsung Smart Oven,2052
2024-01-02,7,Lighting,Philips Hue Smart LED,31
2024-01-02,3,Television,Samsung 65-inch Neo QLED 4K TV,124
2024-01-02,11,Water Heater,Rheem ProTerra Hybrid Smart Heater,3402
2024-01-01,16,Washing Machine,Samsung Front Load Washer,310
2024-01-02,14,Kitchen Appliance,Samsung Smart Oven,1883
2024-01-01,15,Lighting,Philips Hue Smart LED,10
2024-01-01,12,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,411
2024-01-02,3,Lighting,Philips Hue Smart LED,57
2024-01-01,12,Television,Samsung 65-inch Neo QLED 4K TV,92
2024-01-01,6,Water Heater,Rheem ProTerra Hybrid Smart Heater,2634
2024-01-02,21,Lighting,Philips Hue Smart LED,49
2024-01-02,7,Lighting,Philips Hue Smart LED,54
2024-01-01,5,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,42
2024-01-01,3,Electronics,Samsung 45W Fast Charger,6
2024-01-01,2,Lighting,Philips Hue Smart LED,25
2024-01-01,19,Television,Samsung 65-inch Neo QLED 4K TV,141
2024-01-01,7,Lighting,Philips Hue Smart LED,67
2024-01-01,12,Television,Samsung 65-inch Neo QLED 4K TV,23
2024-01-02,8,Water Heater,Rheem ProTerra Hybrid Smart Heater,3502
2024-01-02,20,Electronics,Samsung Galaxy Book,196
2024-01-01,3,Refrigerator,Samsung Bespoke AI Refrigerator,204
2024-01-01,11,Refrigerator,Samsung Bespoke AI Refrigerator,157
2024-01-01,3,Washing Machine,Samsung Front Load Washer,569
2024-01-02,12,Room Heater,Samsung Smart Heater,1938
2024-01-01,15,Kitchen Appliance,Samsung Smart Oven,1904
2024-01-01,9,Kitchen Appliance,Samsung Smart Microwave,157
2024-01-01,14,Lighting,Philips Hue Smart LED,43
2024-01-02,20,Kitchen Appliance,Samsung Smart Oven,603
2024-01-03,0,Kitchen Appliance,Samsung Smart Dishwasher,169
2024-01-01,20,Room Heater,Samsung Smart Heater,2192
2024-01-01,8,Kitchen Appliance,Samsung Smart Oven,1950
2024-01-02,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,123
2024-01-02,15,Room Heater,Samsung Smart Heater,268
2024-01-01,6,Electronics,Samsung Galaxy Book,17
2024-01-01,8,Lighting,Philips Hue Smart LED,12
2024-01-02,22,Refrigerator,Samsung Bespoke AI Refrigerator,105
2024-01-02,18,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,293
2024-01-02,21,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1983
2024-01-01,14,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1498
2024-01-02,23,Washing Machine,Samsung Front Load Washer,35
2024-01-01,17,Refrigerator,Samsung Bespoke AI Refrigerator,182
2024-01-01,0,Water Heater,Rheem ProTerra Hybrid Smart Heater,2454
2024-01-01,3,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1863
2024-01-01,0,Lighting,Philips Hue Smart LED,20
2024-01-02,19,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,340
2024-01-01,4,Television,Samsung 65-inch Neo QLED 4K TV,24
2024-01-01,19,Lighting,Philips Hue Smart LED,24
2024-01-01,2,Refrigerator,Samsung Bespoke AI Refrigerator,169
2024-01-02,18,Electronics,Samsung Galaxy Book,313
2024-01-01,1,Washing Machine,Samsung Front Load Washer,42
2024-01-02,12,Room Heater,Samsung Smart Heater,1931
2024-01-01,8,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,249
2024-01-02,3,Television,Samsung 65-inch Neo QLED 4K TV,13
2024-01-01,16,Kitchen Appliance,Samsung Smart Microwave,165
2024-01-02,5,Electronics,Samsung 45W Fast Charger,7
2024-01-02,20,Washing Machine,Samsung Front Load Washer,297
2024-01-02,10,Electronics,Samsung 45W Fast Charger,7
2024-01-02,12,Lighting,Philips Hue Smart LED,1
2024-01-02,7,Washing Machine,Samsung Front Load Washer,430
2024-01-01,14,Kitchen Appliance,Samsung Smart Dishwasher,1460
2024-01-01,4,Television,Samsung 65-inch Neo QLED 4K TV,19
2024-01-01,9,Electronics,Samsung Galaxy Book,19
2024-01-01,0,Television,Samsung 65-inch Neo QLED 4K TV,23
2024-01-01,17,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1056
2024-01-01,17,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,491
2024-01-01,16,Refrigerator,Samsung Bespoke AI Refrigerator,117
2024-01-02,6,Refrigerator,Samsung Bespoke AI Refrigerator,157
2024-01-02,3,Lighting,Philips Hue Smart LED,72
2024-01-02,15,Electronics,Samsung Galaxy Book,8
2024-01-01,22,Electronics,Samsung Galaxy Book,85
2024-01-01,22,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1672
2024-01-02,11,Water Heater,Rheem ProTerra Hybrid Smart Heater,3669
2024-01-01,13,Kitchen Appliance,Samsung Smart Dishwasher,1070
2024-01-02,1,Refrigerator,Samsung Bespoke AI Refrigerator,186
2024-01-02,6,Lighting,Philips Hue Smart LED,54
2024-01-01,15,Kitchen Appliance,Samsung Smart Dishwasher,172
2024-01-02,21,Kitchen Appliance,Samsung Smart Oven,2192
2024-01-01,7,Lighting,Philips Hue Smart LED,59
2024-01-01,16,Lighting,Philips Hue Smart LED,18
2024-01-01,9,Washing Machine,Samsung Front Load Washer,231
2024-01-01,2,Kitchen Appliance,Samsung Smart Microwave,610
2024-01-03,0,Electronics,Samsung Galaxy Book,163
2024-01-02,4,Television,Samsung 65-inch Neo QLED 4K TV,20
2024-01-01,18,Refrigerator,Samsung Bespoke AI Refrigerator,92
2024-01-02,20,Water Heater,Rheem ProTerra Hybrid Smart Heater,4143
2024-01-02,20,Refrigerator,Samsung Bespoke AI Refrigerator,109
2024-01-02,0,Kitchen Appliance,Samsung Smart Oven,269
2024-01-01,3,Kitchen Appliance,Samsung Smart Microwave,99
2024-01-01,10,Refrigerator,Samsung Bespoke AI Refrigerator,122
2024-01-02,13,Lighting,Philips Hue Smart LED,52
2024-01-01,20,Water Heater,Rheem ProTerra Hybrid Smart Heater,2754
2024-01-01,19,Refrigerator,Samsung Bespoke AI Refrigerator,123
2024-01-02,3,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,2067
2024-01-02,4,Refrigerator,Samsung Bespoke AI Refrigerator,136
2024-01-02,17,Electronics,Samsung Galaxy Book,20
2024-01-01,20,Kitchen Appliance,Samsung Smart Dishwasher,637
2024-01-02,21,Lighting,Philips Hue Smart LED,80
2024-01-02,10,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,362
2024-01-02,7,Refrigerator,Samsung Bespoke AI Refrigerator,130
2024-01-02,0,Electronics,Samsung Galaxy Book,41
2024-01-02,16,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1127
2024-01-01,9,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,247
2024-01-01,12,Electronics,Samsung Galaxy Book,214
2024-01-01,8,Lighting,Philips Hue Smart LED,69
2024-01-01,17,Television,Samsung 65-inch Neo QLED 4K TV,85
2024-01-02,5,Refrigerator,Samsung Bespoke AI Refrigerator,126
2024-01-02,23,Electronics,Samsung 45W Fast Charger,10
2024-01-02,17,Lighting,Philips Hue Smart LED,81
2024-01-01,7,Electronics,Samsung Galaxy Book,23
2024-01-02,20,Kitchen Appliance,Samsung Smart Dishwasher,736
2024-01-02,16,Television,Samsung 65-inch Neo QLED 4K TV,99
2024-01-01,8,Water Heater,Rheem ProTerra Hybrid Smart Heater,1272
2024-01-01,13,Electronics,Samsung Galaxy Book,29
2024-01-01,23,Refrigerator,Samsung Bespoke AI Refrigerator,159
2024-01-01,16,Television,Samsung 65-inch Neo QLED 4K TV,127
2024-01-02,22,Room Heater,Samsung Smart Heater,324
2024-01-01,12,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,347
2024-01-02,19,Lighting,Philips Hue Smart LED,83
2024-01-02,3,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,202
2024-01-02,14,Washing Machine,Samsung Front Load Washer,616
2024-01-02,10,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,140
2024-01-02,13,Television,Samsung 65-inch Neo QLED 4K TV,70
2024-01-02,8,Electronics,Samsung Galaxy Book,178
2024-01-02,15,Washing Machine,Samsung Front Load Washer,412
2024-01-02,19,Washing Machine,Samsung Front Load Washer,398
2024-01-01,21,Lighting,Philips Hue Smart LED,41
2024-01-01,2,Television,Samsung 65-inch Neo QLED 4K TV,19
2024-01-01,11,Refrigerator,Samsung Bespoke AI Refrigerator,123
2024-01-01,14,Electronics,Samsung Galaxy Book,184
2024-01-01,6,Kitchen Appliance,Samsung Smart Dishwasher,197
2024-01-01,7,Kitchen Appliance,Samsung Smart Dishwasher,121
2024-01-01,16,Washing Machine,Samsung Front Load Washer,483
2024-01-01,20,Water Heater,Rheem ProTerra Hybrid Smart Heater,1797
2024-01-01,11,Electronics,Samsung Galaxy Book,123
2024-01-01,11,Washing Machine,Samsung Front Load Washer,530
2024-01-01,11,Washing Machine,Samsung Front Load Washer,581
2024-01-02,2,Refrigerator,Samsung Bespoke AI Refrigerator,116
2024-01-01,7,Refrigerator,Samsung Bespoke AI Refrigerator,130
2024-01-02,7,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,44
2024-01-01,1,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,290
2024-01-01,8,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,7
2024-01-02,13,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,378
2024-01-01,1,Electronics,Samsung Galaxy Book,30
2024-01-01,10,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,2109
2024-01-02,17,Refrigerator,Samsung Bespoke AI Refrigerator,175
2024-01-02,1,Lighting,Philips Hue Smart LED,1
2024-01-01,0,Television,Samsung 65-inch Neo QLED 4K TV,13
2024-01-02,9,Room Heater,Samsung Smart Heater,354
2024-01-02,15,Electronics,Samsung Galaxy Book,251
2024-01-02,22,Television,Samsung 65-inch Neo QLED 4K TV,76
2024-01-02,8,Electronics,Samsung Galaxy Book,23
2024-01-02,11,Electronics,Samsung Galaxy Book,91
2024-01-02,10,Refrigerator,Samsung Bespoke AI Refrigerator,137
2024-01-01,19,Kitchen Appliance,Samsung Smart Dishwasher,488
2024-01-01,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1322
2024-01-01,5,Washing Machine,Samsung Front Load Washer,106
2024-01-01,0,Kitchen Appliance,Samsung Smart Dishwasher,188
2024-01-01,4,Refrigerator,Samsung Bespoke AI Refrigerator,174
2024-01-02,0,Refrigerator,Samsung Bespoke AI Refrigerator,172
2024-01-02,12,Refrigerator,Samsung Bespoke AI Refrigerator,137
